V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
1.148382802,0.303794457,0.537911734,0.317424717,0.097076102,0.170632821,0.09126929,0.310774305,0.086294096,0.107541149,0.303794457,1.816340384,1.513966782,1.244975814,0.382178123,0.660201283,0.33833285,0.964797695,0.311570035,0.366401283,0.537911734,1.513966782,4.485880241,2.20542794,0.735146925,1.447366551,0.762170311,2.594398704,0.667209594,0.820086771,0.317424717,1.244975814,2.20542794,3.148434881,0.826399942,1.229920161,0.851134601,1.991169608,0.843581457,0.987131395,0.097076102,0.382178123,0.735146925,0.826399942,1.254461619,0.466323563,0.278505774,0.734421548,0.260610374,0.340295122,0.170632821,0.660201283,1.447366551,1.229920161,0.466323563,1.590121922,0.455288974,1.129990564,0.377536875,0.43329263,0.09126929,0.33833285,0.762170311,0.851134601,0.278505774,0.455288974,1.303737597,0.816206145,0.401057875,0.420156175,0.310774305,0.964797695,2.594398704,1.991169608,0.734421548,1.129990564,0.816206145,3.023811045,0.740806548,0.925202233,0.086294096,0.311570035,0.667209594,0.843581457,0.260610374,0.377536875,0.401057875,0.740806548,1.394160345,0.507010951,0.107541149,0.366401283,0.820086771,0.987131395,0.340295122,0.43329263,0.420156175,0.925202233,0.507010951,1.563907252
1.567118909,0.590865384,0.835290616,0.515487101,0.118800015,0.154726951,0.102427336,0.369891681,0.1276746,0.177150246,0.590865384,2.393536893,0.988098797,1.684273487,0.33631478,0.383275465,0.249784895,0.734143352,0.357987297,0.440537424,0.835290616,0.988098797,3.503041246,1.444920289,0.378069533,0.565351571,0.367354019,1.589194251,0.447270407,0.602214052,0.515487101,1.684273487,1.444920289,3.576436333,0.780878122,0.840223325,0.673149085,1.719524615,0.993269103,1.159440388,0.118800015,0.33631478,0.378069533,0.780878122,1.180919328,0.228047767,0.192592857,0.48368666,0.25141662,0.314106894,0.154726951,0.383275465,0.565351571,0.840223325,0.228047767,1.232645402,0.237560881,0.593612071,0.307912435,0.360621883,0.102427336,0.249784895,0.367354019,0.673149085,0.192592857,0.237560881,1.189103384,0.585608639,0.358653764,0.404289267,0.369891681,0.734143352,1.589194251,1.719524615,0.48368666,0.593612071,0.585608639,2.533680396,0.720189807,0.939622096,0.1276746,0.357987297,0.447270407,0.993269103,0.25141662,0.307912435,0.358653764,0.720189807,1.511595656,0.748938866,0.177150246,0.440537424,0.602214052,1.159440388,0.314106894,0.360621883,0.404289267,0.939622096,0.748938866,1.735555446
1.276199704,0.564480134,1.049570668,0.817945959,0.244154475,0.460689545,0.297917963,0.826084595,0.36872153,0.374963265,0.564480134,2.497322309,2.586902987,2.511794869,0.722323748,1.315782042,0.85183418,2.280703027,1.099446216,1.067338616,1.049570668,2.586902987,6.561639015,4.582525608,1.376575969,2.777555571,1.820966398,5.358946701,2.275981364,2.345025373,0.817945959,2.511794869,4.582525608,5.841326704,1.572664637,2.721560302,2.013662485,4.886540398,2.688993679,2.589782702,0.244154475,0.722323748,1.376575969,1.572664637,1.435967311,0.827436045,0.620356645,1.50190724,0.803180758,0.813895454,0.460689545,1.315782042,2.777555571,2.721560302,0.827436045,2.352572537,1.088991613,2.763110638,1.414922233,1.359720015,0.297917963,0.85183418,1.820966398,2.013662485,0.620356645,1.088991613,1.778194298,2.132887827,1.163979807,1.180137947,0.826084595,2.280703027,5.358946701,4.886540398,1.50190724,2.763110638,2.132887827,6.245949514,2.7172775,2.856006,0.36872153,1.099446216,2.275981364,2.688993679,0.803180758,1.414922233,1.163979807,2.7172775,2.55943923,1.833554566,0.374963265,1.067338616,2.345025373,2.589782702,0.813895454,1.359720015,1.180137947,2.856006,1.833554566,2.759781608
1.657391878,0.611773734,0.58601008,1.445404995,0.439091196,0.309341263,0.336026465,0.605817326,0.576691358,0.54722076,0.611773734,1.674471546,0.508786378,1.425595439,0.392026943,0.280531163,0.311418681,0.51786052,0.576016217,0.513676788,0.58601008,0.508786378,1.754437327,1.336793797,0.42933997,0.404759721,0.381820744,0.875590005,0.56939986,0.578630898,1.445404995,1.425595439,1.336793797,4.855706757,1.360498597,0.932493391,1.03674061,1.831168243,1.912940772,1.736733432,0.439091196,0.392026943,0.42933997,1.360498597,1.370581859,0.352708532,0.354801082,0.644645783,0.570765519,0.567711189,0.309341263,0.280531163,0.404759721,0.932493391,0.352708532,1.201419235,0.283433026,0.423258078,0.434616534,0.372084817,0.336026465,0.311418681,0.381820744,1.03674061,0.354801082,0.283433026,1.255536715,0.543670203,0.542298653,0.609425905,0.605817326,0.51786052,0.875590005,1.831168243,0.644645783,0.423258078,0.543670203,2.043303006,0.918700786,1.077068438,0.576691358,0.576016217,0.56939986,1.912940772,0.570765519,0.434616534,0.542298653,0.918700786,2.077627675,1.345220611,0.54722076,0.513676788,0.578630898,1.736733432,0.567711189,0.372084817,0.609425905,1.077068438,1.345220611,2.351361524
1.107700178,0.256520913,0.435155866,0.264369127,0.084065354,0.171229969,0.080276624,0.235182078,0.066144381,0.070957328,0.256520913,1.901921662,1.531123628,1.320570286,0.425704027,0.809483473,0.402617003,1.011929603,0.315541545,0.317056476,0.435155866,1.531123628,4.393462533,2.30808652,0.796773323,1.735658397,0.850231609,2.450740008,0.65323303,0.689508435,0.264369127,1.320570286,2.30808652,3.467867961,1.060641566,1.599208457,1.009418123,2.111932582,0.918159611,0.862231922,0.084065354,0.425704027,0.796773323,1.060641566,1.336439972,0.592938016,0.374350067,0.800246952,0.29448487,0.304936574,0.171229969,0.809483473,1.735658397,1.599208457,0.592938016,1.943620218,0.680184812,1.458278526,0.477687179,0.509789817,0.080276624,0.402617003,0.850231609,1.009418123,0.374350067,0.680184812,1.41227772,0.973704935,0.426895356,0.385134665,0.235182078,1.011929603,2.450740008,2.111932582,0.800246952,1.458278526,0.973704935,3.056438355,0.729368738,0.778284616,0.066144381,0.315541545,0.65323303,0.918159611,0.29448487,0.477687179,0.426895356,0.729368738,1.433561791,0.540601903,0.070957328,0.317056476,0.689508435,0.862231922,0.304936574,0.509789817,0.385134665,0.778284616,0.540601903,1.479242077
1.163123727,0.389169041,0.573988664,0.434562955,0.13790254,0.212554863,0.131996502,0.334567183,0.153003117,0.153199259,0.389169041,2.139016789,1.816477881,1.731369126,0.519871394,0.79402038,0.495250213,1.202476432,0.593296958,0.570780491,0.573988664,1.816477881,4.716299235,2.828796331,0.909554052,1.621451151,0.996359442,2.720527145,1.110526125,1.125074757,0.434562955,1.731369126,2.828796331,4.148044964,1.169675097,1.547278682,1.194320241,2.512203092,1.607025666,1.451425218,0.13790254,0.519871394,0.909554052,1.169675097,1.351930869,0.522822623,0.399136559,0.85573987,0.497567866,0.46042232,0.212554863,0.79402038,1.621451151,1.547278682,0.522822623,1.676464758,0.591099944,1.2678122,0.657233973,0.631521402,0.131996502,0.495250213,0.996359442,1.194320241,0.399136559,0.591099944,1.425981622,1.056939327,0.6977885,0.616880637,0.334567183,1.202476432,2.720527145,2.512203092,0.85573987,1.2678122,1.056939327,3.146938895,1.185157499,1.278098167,0.153003117,0.593296958,1.110526125,1.607025666,0.497567866,0.657233973,0.6977885,1.185157499,1.904582013,1.0237311,0.153199259,0.570780491,1.125074757,1.451425218,0.46042232,0.631521402,0.616880637,1.278098167,1.0237311,1.864585504
1.127453449,0.253498748,0.386214011,0.20155873,0.058924231,0.116574866,0.062391961,0.174767784,0.058243679,0.058699728,0.253498748,1.929301853,1.23892499,0.995626666,0.275612855,0.519428431,0.257231184,0.65493879,0.262999543,0.242149383,0.386214011,1.23892499,3.769487494,1.536347654,0.496762616,1.135437285,0.55833104,1.650343255,0.489197876,0.498595537,0.20155873,0.995626666,1.536347654,2.577417708,0.645637623,0.992444641,0.650665301,1.33643161,0.753292437,0.670648423,0.058924231,0.275612855,0.496762616,0.645637623,1.196915284,0.357191296,0.227594624,0.482855512,0.213112215,0.239274584,0.116574866,0.519428431,1.135437285,0.992444641,0.357191296,1.50341676,0.394158248,0.864837714,0.328560458,0.336818147,0.062391961,0.257231184,0.55833104,0.650665301,0.227594624,0.394158248,1.246419861,0.647264506,0.334558245,0.288861088,0.174767784,0.65493879,1.650343255,1.33643161,0.482855512,0.864837714,0.647264506,2.271100151,0.580392755,0.602958956,0.058243679,0.262999543,0.489197876,0.753292437,0.213112215,0.328560458,0.334558245,0.580392755,1.375829801,0.458995924,0.058699728,0.242149383,0.498595537,0.670648423,0.239274584,0.336818147,0.288861088,0.602958956,0.458995924,1.423180747
1.320141877,0.737484989,1.12777565,1.44630038,0.608090123,0.599006514,0.468481766,1.17019541,0.738289874,0.816814414,0.737484989,2.889859416,2.966414767,4.201814475,1.688779237,1.640161255,1.287570497,3.093648009,2.087375561,2.26743431,1.12777565,2.966414767,6.455301224,6.949010446,2.950912224,3.069360597,2.327374261,6.216391312,3.790556063,4.239602006,1.44630038,4.201814475,6.949010446,11.04580479,4.378342213,4.197334168,3.426884321,8.260844335,5.790477831,6.319842683,0.608090123,1.688779237,2.950912224,4.378342213,2.734818515,1.766416009,1.454095976,3.527584503,2.397541481,2.63511294,0.599006514,1.640161255,3.069360597,4.197334168,1.766416009,2.64339861,1.448714727,3.516243878,2.303327865,2.552615726,0.468481766,1.287570497,2.327374261,3.426884321,1.454095976,1.448714727,2.140757699,2.915195515,2.014329169,2.249417322,1.17019541,3.093648009,6.216391312,8.260844335,3.527584503,3.516243878,2.915195515,7.982887228,4.819749451,5.445912711,0.738289874,2.087375561,3.790556063,5.790477831,2.397541481,2.303327865,2.014329169,4.819749451,4.312834817,4.025022094,0.816814414,2.26743431,4.239602006,6.319842683,2.63511294,2.552615726,2.249417322,5.445912711,4.025022094,5.271391371
1.099587644,0.211223257,0.362136828,0.163479015,0.042814023,0.091054199,0.039014103,0.135544805,0.037457756,0.046836464,0.211223257,1.686729281,1.152276389,0.834027796,0.223815393,0.394896843,0.179435036,0.508149879,0.166287766,0.164880253,0.362136828,1.152276389,3.63092333,1.269847982,0.372837883,0.93024056,0.38196164,1.401959759,0.338535031,0.339661139,0.163479015,0.834027796,1.269847982,2.199081868,0.491543183,0.720724195,0.458182033,0.942613775,0.47697924,0.473353491,0.042814023,0.223815393,0.372837883,0.491543183,1.13465659,0.255570633,0.169499836,0.318854387,0.137693854,0.160789552,0.091054199,0.394896843,0.93024056,0.720724195,0.255570633,1.344641057,0.287133473,0.607357917,0.233498812,0.22051215,0.039014103,0.179435036,0.38196164,0.458182033,0.169499836,0.287133473,1.149288815,0.406985092,0.221664352,0.190595361,0.135544805,0.508149879,1.401959759,0.942613775,0.318854387,0.607357917,0.406985092,1.891891484,0.355337284,0.369774462,0.037457756,0.166287766,0.338535031,0.47697924,0.137693854,0.233498812,0.221664352,0.355337284,1.21794384,0.317864095,0.046836464,0.164880253,0.339661139,0.473353491,0.160789552,0.22051215,0.190595361,0.369774462,0.317864095,1.26953419
1.115009223,0.224440651,0.387853941,0.160884779,0.041789322,0.07727899,0.03923717,0.112419146,0.035751012,0.045006055,0.224440651,1.736606301,1.030886817,0.816570889,0.203159911,0.319294947,0.160868795,0.386834578,0.169138527,0.166488098,0.387853941,1.030886817,3.372693321,1.083014092,0.282412771,0.69262435,0.294478251,1.013059044,0.274344207,0.308599548,0.160884779,0.816570889,1.083014092,2.10853087,0.398015358,0.586128095,0.394268804,0.747917128,0.484146256,0.467370604,0.041789322,0.203159911,0.282412771,0.398015358,1.098600015,0.190500412,0.106159898,0.222369625,0.124213974,0.147241578,0.07727899,0.319294947,0.69262435,0.586128095,0.190500412,1.224034009,0.199043109,0.361847092,0.159137888,0.159623258,0.03923717,0.160868795,0.294478251,0.394268804,0.106159898,0.199043109,1.130016613,0.330831279,0.229430866,0.176280812,0.112419146,0.386834578,1.013059044,0.747917128,0.222369625,0.361847092,0.330831279,1.619894078,0.323531341,0.361113532,0.035751012,0.169138527,0.274344207,0.484146256,0.124213974,0.159137888,0.229430866,0.323531341,1.264959733,0.339153093,0.045006055,0.166488098,0.308599548,0.467370604,0.147241578,0.159623258,0.176280812,0.361113532,0.339153093,1.305489619
