0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-2.760094293200579,-12.83526048696778,-9.286586717914721,-9.687107261016617,-13.355698417552697,-12.326019431964625,-14.646272707685114,-10.268789818918568,-13.583055712305597,-15.344399073928452,-11.639966645450096,5.204692151420377,1.9954116939316173,3.3107723448445157,-9.074743039318033,-8.243791687512934,-12.155153860104077,-1.730991685094693,-10.013695472859304,-10.34503561988823,-8.714593982147667,1.0229170943149692,29.344783453405718,15.653917178855426,-3.322039014080196,1.6942183865952494,-5.775393166938949,16.059799558510072,-4.279818752601241,-3.3440021876157666,-9.554801034795238,3.119481003159387,15.777585459380328,35.73661137389644,1.6975042805721245,4.548407509645296,-2.653259869513883,19.288678172590757,1.083398399233658,1.9936464236090803,-14.695998389959007,-8.9969326509312,-3.1548287188401716,2.936894118057419,0.9810324563323926,-5.352187133528208,-11.436000473406827,-0.10924118066177702,-8.557160090081362,-8.524170916040475,-13.235428131680058,-7.75800540661766,2.8230301642409694,6.167630423923336,-5.40967782653461,4.280426215878928,-8.181274290629128,1.8626914551212406,-7.999247998784263,-7.061043354597831,-14.455414851786083,-11.045438379545306,-5.577150665331935,-1.6751290465805209,-10.329582078267588,-8.201861209765571,-2.2864363307864624,-1.5984412541069948,-9.256192087530517,-9.398617014417237,-10.953722329128304,-1.436760023316412,14.212182760039914,17.633216952237934,-1.3220767261272852,2.5099054133722323,-2.1575286293032936,24.888392876468636,-1.0290623443870497,0.354911143448398,-13.050676852232845,-9.610994990532184,-3.8517740436472807,1.080159856813655,-9.920383466640693,-7.95928880578839,-9.075311071304753,-1.3491149793658324,2.622797562041333,-6.5444373572900805,-14.928171799800996,-7.849354569997713,-2.2673621315655046,3.113261945646882,-8.06711901062977,-5.870829325209062,-8.216493534065812,0.5867538865001366,-5.48098592102596,0.5986231275360325
-1.7272877773661115,-11.22110048064836,-7.3742643394065395,-7.699868272610483,-11.80136049644154,-10.911495535320645,-13.468888718228783,-8.729009391445512,-12.969830347814185,-13.946069588461473,-10.014709466929167,3.3826737664961697,0.20767346041678864,2.129300348713611,-8.495315266541793,-7.999625789375813,-12.367867562178372,-3.394421178537391,-11.621353627076786,-11.112411126728041,-6.799426003484466,-0.8491765761898342,25.584926717656316,13.923693969320315,-1.8507535719000365,1.9009923601706362,-6.784516852342779,12.991466624333981,-8.02569073527072,-5.285828058925733,-7.062020256454348,0.8902738998922679,14.206674939169535,33.729865731612534,3.804846163043662,6.029864041084115,-4.401987103985782,16.87151055513833,-4.306361607876115,-0.9591030195910337,-12.526468738700931,-8.647759287545492,-2.4898370243378887,5.092853240844541,2.849860456313297,-2.987220014665434,-10.773467007443438,0.5892290943619051,-10.053276687518808,-9.040844884878357,-11.224353240179138,-7.550557230341612,2.4705592979984026,7.742380967564574,-2.5737786318874827,5.537158447366705,-8.009563248869483,1.685812086379681,-10.011979572255296,-8.255499693951155,-12.916946203958451,-11.099858526790516,-6.854418576656528,-3.0332045098126663,-9.726206398608731,-8.062842037598204,-3.694780078773006,-3.7949113058950403,-11.334901815360032,-11.11164128556153,-9.064149032079792,-3.435145550167051,11.25634846914582,15.382911920865624,-0.26872002251162747,2.464791892936634,-4.459883067890708,19.7872660307629,-6.049439685844527,-3.1902583930995063,-12.442945734880674,-11.076392856927278,-7.333941986094875,-3.788977311557985,-10.998435471454712,-9.739291744229087,-10.981740739652905,-6.063046133637178,-1.5100510670766014,-9.55424961977287,-13.714174416943063,-8.935575135527026,-4.031379300525755,0.6115094999655983,-8.123667021794073,-6.540534339769896,-9.57492437145955,-2.828656198767895,-8.691892051896785,-2.407913534166969
-12.569240454014455,-27.5553751480232,-22.213988969885435,-25.65168052368795,-28.034636312831715,-26.624421241388177,-29.851277195047278,-24.235792678456324,-28.357776012623397,-31.1747005005197,-26.090881886196637,-6.4812597333697894,-10.986796942628706,-14.813932673071543,-26.308773998102026,-24.65727269393353,-28.487192103686727,-15.692745667953977,-25.97014195327723,-26.033329874069626,-23.058076242084596,-10.214918715780335,26.01701922228503,-0.4374916996195063,-21.645085433840013,-14.864781020419239,-21.37462663255531,6.882977339312541,-18.469215988382736,-17.54658827837456,-24.07077093347693,-12.251714176022123,1.0852005424288997,16.362560639080968,-20.192038382883833,-16.002128557333236,-21.004672764334934,4.157614252171293,-14.548581606439177,-13.896591031239243,-29.375880764018678,-23.83151574037806,-21.442407276406904,-17.876288930161255,-15.157471978087926,-24.357670380059503,-29.42317934312184,-17.79721436100982,-24.94434391087272,-25.816372434062977,-27.85883107983172,-24.073580550208035,-13.143341141680839,-15.048196497810338,-23.353989300659006,-11.390421340380474,-24.721580833528613,-15.88121550993404,-24.384533279776633,-23.807734195382622,-29.30861296377436,-26.640019119045554,-20.777904240121206,-19.854440714229504,-28.15574739563769,-25.204989587727265,-14.108872162357144,-15.857103659495204,-23.910488389794928,-23.760377436001548,-25.521780774512038,-15.370324044285663,3.365837669003888,0.6565800332300117,-18.856312877260354,-15.728047280411522,-16.724180813014414,15.99951982311488,-14.29086450263676,-12.819650866476533,-26.826384088875017,-24.493781019291113,-18.154159863482484,-15.306054267059494,-27.866055800925047,-25.16387475559501,-24.431130379901198,-15.726430637015358,-7.201310188445843,-19.85670141214606,-30.98385428583818,-21.843499001008844,-15.260971580924007,-12.186397677621505,-25.060684641268445,-21.969714383364416,-21.87599928864907,-11.58976599211535,-16.69923810207292,-10.965379694999697
-6.941526700433781,-22.412508097442547,-19.014611796698734,-13.43381572048024,-20.7297016622259,-21.754198346849233,-24.70272049661364,-18.910978527665126,-21.159660001849375,-23.9836463097163,-22.292090064668983,-10.146603816160948,-21.034531227871714,-13.381142799423538,-23.331229805317875,-23.247438770457656,-26.291574640764537,-20.253071346018515,-23.268117063541236,-21.628195073510682,-22.774902127813846,-21.21746997290937,-0.9545323008051867,-10.719699805230599,-21.665921769997517,-19.149241273553287,-22.624594745238788,-11.857017352268963,-20.45445766265477,-18.466747961276234,-16.600851999439175,-15.09994256283252,-8.989509199182034,25.94028199412411,-10.45309711548686,-14.197734254950529,-18.016081584108075,-1.8384115608619418,-9.968428230350785,-7.157230237121453,-24.11853076501752,-22.420752968593213,-20.771692680996487,-9.425649157353686,-7.703246370199855,-18.898747192660647,-24.578193072448364,-15.517110321684223,-20.281065703824527,-19.07717506035572,-24.12786820059207,-22.234338645184934,-18.853032043915825,-11.593162328654952,-19.091042519449847,-8.313792786767234,-21.822345142098634,-17.8873948955201,-22.24969337080633,-21.463332996387216,-24.707862627971622,-23.993303494750577,-23.26938721525916,-15.527537116441707,-23.03386595894755,-22.08790054977531,-12.165726609122375,-17.994279732826513,-21.125703840530754,-20.78178847735365,-18.821906406596625,-18.994361045817403,-14.107009990917708,-3.053214689848999,-16.552332500876236,-16.164865049986304,-19.266723670429197,4.66074947588219,-16.39827697503754,-11.089290427253108,-20.81503742758301,-21.77748604611414,-20.826173691252414,-9.382739576758123,-21.85124382593157,-22.187429197017245,-22.73844491262591,-17.228762632914705,-3.1212196533080325,-12.794375351426881,-24.19846902259641,-20.783075280134245,-18.895017473442785,-2.9902386920198247,-17.028887414637428,-18.06537233827624,-20.304706352329,-11.945471077723905,-11.597908628410966,0.5302393685643214
-13.949160441539188,-35.29156045822132,-29.931337773674848,-33.35453766951274,-33.94862960959794,-33.140151274096375,-36.06362272043275,-33.31819534391501,-34.16092549469356,-38.04737210621439,-33.25898213209788,-8.388259539226159,-18.943250392792848,-24.890904884613224,-32.56927474933807,-31.49524683321554,-35.574269180650894,-28.974166962243252,-34.12786539020684,-36.43691997450928,-29.929604706235203,-19.49925342097358,18.339880981257405,-17.087436210377657,-29.250178490027775,-23.154671090098237,-30.936403563377894,-15.071659173249447,-31.174481827589535,-32.77149588785383,-32.93497539965887,-23.723546970637805,-17.46149279707515,-1.6779959382479983,-29.5111300246357,-26.334402407640585,-31.078127838584983,-20.534722864817628,-27.711619880051387,-31.042783172610804,-35.888638616226764,-32.17274151100629,-30.30549369657283,-28.92237795672845,-19.305859952728735,-30.136173404054148,-35.58230334019435,-30.16983004021055,-32.57737652788492,-35.021517543172024,-34.119891718145695,-31.258674400029065,-23.001057957159414,-25.90226699593004,-29.585013747200698,-15.943496992307667,-32.398585131371895,-28.324313215582976,-32.424826272669705,-34.074317241015976,-35.368936616807645,-34.53477809581451,-30.963415453008956,-30.457021645943684,-34.59497025112364,-30.960902502998124,-20.00560700278868,-28.10744509408254,-31.575494222721677,-34.69558216135512,-34.429515431276386,-28.50580532457649,-16.86506252654835,-22.011495509097244,-30.573087540209137,-27.822223203004523,-29.49634306782725,-5.078090082923264,-30.43640609020673,-30.80309905488304,-34.02651152539141,-33.912662559188846,-31.079502560240787,-29.14918000820897,-35.74054174494,-33.9675539921732,-33.62353234864325,-31.500239828316005,-14.023065106291511,-32.337685905366996,-38.52758285777345,-32.54850054053779,-31.11409112338548,-28.95129786457644,-34.087522647933994,-31.937923756724967,-32.66369663999478,-29.58995786320703,-28.946330971101805,-20.653344948289703
-13.475205651625595,-30.3655280699397,-26.438624853079357,-29.60256244766864,-30.94626854801661,-29.915554845354706,-32.877129469430464,-29.748828974096522,-30.679127775534425,-33.84359778387717,-28.86947086098172,-7.961325955315909,-15.790316091273311,-20.125868274618927,-29.668237782880368,-29.35294818480934,-31.741198538021205,-25.108501826813892,-29.598044989402393,-30.444741236715515,-26.644096758705608,-16.544455360880185,16.818772994682373,-13.784582611975273,-29.03754030126647,-24.20854433444604,-27.635126693981714,-10.699365487786917,-25.397001611635126,-26.76804235303345,-28.42866784344401,-19.222159416201738,-12.69600219882089,0.42278407168280874,-29.564703566435277,-27.62368613108452,-28.93988458272755,-16.19261614511332,-21.931621237490297,-24.58173375500433,-32.67762964979964,-29.00225768493749,-29.238578377780243,-27.814146846417536,-20.898930129561858,-31.162641798242795,-34.62410810528365,-28.967012528374266,-30.07663623332781,-31.6824707855361,-31.594650637487042,-30.07108442697713,-22.890580288788627,-26.318794246058115,-30.547773519306965,-19.816649017801687,-31.420088450084684,-27.701639573896983,-30.286346892541616,-31.254018754751456,-32.64257841310499,-31.426280927902514,-27.95011894153231,-27.994041215170665,-33.20508877373941,-30.909007605234343,-19.59855176779148,-24.876388499696876,-27.894260814967435,-29.804338463187463,-31.520338290783844,-25.626396747720303,-13.390018209370524,-18.681782341355152,-29.633890412258467,-27.647191905018577,-26.78597652935797,-3.5169887872895975,-23.42795617470609,-24.385751064210314,-30.650310347984096,-29.724067679368368,-25.763175714963932,-23.197773048308548,-32.19316788029676,-30.7975795266141,-28.94973405301328,-24.75458984578188,-11.38970043910882,-25.555690722539254,-34.84353025892524,-28.064447527446042,-24.415854228123198,-22.079485356368767,-29.733616884854484,-28.573424020868366,-27.33269074548439,-22.34545363094413,-21.934114230357398,-17.87002708800863
-4.994985824150463,-17.831304490996306,-13.541473389672149,-14.875622934568204,-17.40260196040891,-16.3626916497966,-18.572589962596815,-14.880022492173959,-17.251282260201005,-19.6240048059613,-16.0079036239627,2.240633249672058,-2.4082824816406743,-3.718606439186803,-13.130864291506544,-11.779205624663232,-15.797860141708503,-7.510182160950633,-14.224948483775815,-15.604302564995356,-13.114195743523547,-2.177643339793326,27.153826532343466,7.368071331203427,-7.223892231233296,-2.0045915840855195,-9.902161495771969,7.443303031044563,-9.41166459982027,-10.114890422536043,-14.544635653160046,-2.4955660347827604,6.9086780970117,22.366970368414723,-5.0595236161224495,-1.604028173312227,-7.849151836978512,7.17721412294093,-5.0675990373878985,-6.519146984186065,-18.295152609164184,-12.6274732935834,-8.527089242853641,-4.951172494665983,-3.439949074808561,-10.081497211619295,-15.234372761660842,-6.7871564769631565,-12.71662725943401,-13.94809798264051,-16.44631396028205,-11.169134356827067,-2.3473665574568434,-1.397359166787414,-9.629639889774175,0.7229892561875738,-12.092723496474893,-3.558282259855352,-11.524166718216259,-12.164153485328118,-18.106251335462996,-14.820517116446904,-10.183395400710468,-7.304042410020559,-14.578939526235294,-11.442728564439669,-5.614619421783586,-6.539226200764007,-12.545562461443145,-14.17850782874108,-15.87409396668944,-7.131576694936176,5.609471783109664,5.942682647513947,-7.46367005918343,-3.9942780081687532,-7.539798978668342,15.969497166611509,-7.336271268657015,-7.261778927835309,-16.85198136401328,-13.87326665025562,-9.651915449065433,-5.715181206364998,-14.45677880298663,-12.778817144968269,-13.558394305023796,-7.689716291884045,-0.6408509278821833,-11.702514999924338,-19.315846329045268,-12.91882248822094,-9.204689209571821,-5.427921967692451,-13.696852924028693,-11.384397914237603,-13.029325545499038,-6.765444874516045,-10.140905471009678,-4.0302955808135765
-13.698010180062337,-30.180752573179426,-27.695880084156393,-26.821598323194404,-31.985468052253303,-31.40492843214987,-33.31233995744866,-27.892733116625095,-29.901613469408638,-33.45967509145144,-31.05514392922107,-8.310855229284945,-19.277255791989628,-15.381036872392496,-29.45557245051857,-29.7862988388169,-31.290355393089545,-19.949692162728574,-25.30936286401553,-25.834361788074546,-29.931963236018174,-19.66693566512225,10.216568895485947,-5.3490524854957675,-27.379930502341534,-23.58216710088312,-25.634745099714813,-3.7702060177196564,-17.586263718596932,-19.277580566043202,-27.97537700023161,-15.999700387537482,-2.788191836884942,27.55442811260418,-18.544485051730373,-21.55627257693802,-21.34044445469044,4.194600638369245,-4.228381585024992,-7.330111934217342,-35.83161750869287,-28.891885591477404,-26.791655490768242,-18.33866642327189,-16.515195450545395,-29.888670919874603,-33.75229284034935,-21.911339132356304,-24.3623196829001,-25.656329928687796,-34.306070707130424,-28.21767365416905,-21.52924595278365,-18.297754509087376,-28.57070543222421,-15.52211926104627,-28.16547415628496,-23.0152688609806,-26.207514768995615,-26.49485269119333,-33.39820383012047,-29.65247209561621,-25.216825392625907,-19.215596811578916,-30.457532473709914,-28.833494134077313,-14.131934309697844,-17.672743244263902,-22.39222996674598,-22.71454125075376,-28.860549134882575,-19.915101210115793,-6.387587536755399,1.276396372476711,-22.527844026522054,-20.640521554537465,-19.304894154648977,15.15632061809843,-7.484339236666914,-7.268464691646079,-29.764328133320628,-25.00413289401881,-17.80495207324921,-7.314895351282784,-26.992322738416693,-26.362575562737714,-23.469199878971207,-10.502630329237915,5.042683970814961,-8.258501725952407,-34.7672487409009,-25.5570389659901,-18.158031136063272,-5.109882005134246,-25.532300254324745,-25.20591402108453,-22.95942509138525,-8.690581287055924,-6.6122750519445885,0.4571974672961964
-2.0439666127947556,-12.509851786935918,-8.957351445943868,-10.152725973729872,-12.180380823098048,-11.478198641991048,-13.081102353432986,-10.21622299548341,-12.101249315238062,-14.096264053783282,-11.008816049374797,4.3064069022199405,0.6897081630829686,-0.4877719067326261,-8.41510736831772,-7.2356872948708375,-10.476445805624369,-3.657036727975199,-9.500020658810223,-10.792492370337111,-8.60749224109408,0.2608437424428507,25.465988086094143,9.23227831223218,-3.684411036969209,0.9962439485842118,-5.805152066188445,9.194333129051547,-5.154912591277212,-5.70027517054228,-9.818507484716894,0.43289378417173746,8.736192331994804,22.107355457491494,-1.4773611553950694,1.3702056732095247,-3.9950696340743668,9.23506657963539,-1.3942303554747675,-2.911262004736332,-12.707349833585152,-8.058787031904322,-4.514506064257816,-1.6243565083780704,-0.5880771241775384,-6.109740088802474,-10.20026081476369,-3.154914027235983,-8.154653711861545,-9.379592985687257,-11.62850888850106,-6.853645835315429,0.6778178986080942,1.5810941883020238,-5.691411086626431,2.726117008544924,-7.708281029761342,-0.5310804336161483,-7.1547072519505175,-7.763635511099126,-12.874937907513191,-9.944787463245996,-5.8313519002432805,-3.315562001943763,-9.58640418154055,-7.155052723158053,-2.189432682249536,-2.791603130401775,-7.97326333845228,-9.273992698696187,-10.885096948116624,-3.452151095402313,7.513938440439228,8.189088321612656,-3.647587092247059,-0.7223745165189961,-3.669163924284183,16.349738059615138,-3.241820193799954,-3.2443456128634707,-11.89186960689089,-9.358757522950416,-5.2681621020196285,-1.7322200822042901,-9.500257600818603,-8.158705638036697,-8.587471279290181,-3.4247567351643164,2.2048474993697034,-7.039251745198252,-13.714646580784876,-8.804292924115403,-5.276207543042489,-1.9102530944091338,-9.011653728428104,-7.327790723001326,-8.294797807779327,-2.7742871192699625,-5.833573820279345,-0.3728323881132777
-7.223564381822473,-24.466626690384654,-19.065091714625748,-20.652223333305162,-24.353951471106686,-22.896674540488647,-25.68700717941661,-20.24660919533951,-23.386695659859445,-26.895606446772057,-21.751473680450907,4.284522501643845,-3.595145759066115,-4.356370607065598,-17.628650145141627,-16.10689124698073,-21.191542585815967,-9.193693912848094,-19.1901526193468,-20.95731212961935,-17.981340999535252,-3.6171216730819973,35.748638904873324,9.71689211101473,-10.868617778341388,-3.588135944249701,-13.76905561970347,9.345937588133774,-13.317651132373854,-14.252289903344703,-19.800031691400946,-3.8291035940643523,8.118321361949267,31.904089813649495,-6.279008676983642,-1.8847302355799656,-10.330913254061027,10.224373067929662,-6.845539072798459,-8.200640352716668,-24.950993916623766,-17.624059997329045,-12.400713723014878,-6.605703774642175,-3.7748342105689225,-13.158757849776347,-20.934875260382732,-9.13071233786039,-17.774468488510387,-19.23686434958811,-22.37775789966115,-15.641488862929398,-3.902359156501903,-1.1551688669754545,-12.5221048477623,1.787135906961454,-16.416822057726428,-4.952903367259734,-15.98352740226556,-17.334009960919452,-24.27981465080324,-20.24535613512898,-14.407193064710729,-9.72817342636667,-19.415122670286124,-15.482433829941783,-6.981799831046343,-8.804869394284605,-17.273002354304044,-19.77399211761678,-21.409388466571798,-9.856101689097258,7.096113666631292,8.47703511652905,-9.981307474412185,-5.053443091031214,-10.696975415336977,22.15805098752261,-10.848713855301579,-9.735602515796412,-23.422447413302898,-20.020673734052046,-13.84037853000996,-8.001018672444276,-20.25695480091986,-18.07585088067925,-19.15135535712608,-11.938087232863285,-1.1057675093291934,-16.17795789670999,-26.200994756808903,-18.152628350446204,-13.417574454176455,-7.456019753684389,-18.722614306655128,-15.977403773096247,-18.39220440208616,-10.182995514755406,-14.734726829114223,-5.185359005293106
